0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
0.384000000,0.384000000,0.384000000,0.384000000,0.384000000,0.130000000,0.130000000,0.130000000,0.130000000,0.130000000,0.082000000,0.082000000,0.082000000,0.082000000,0.082000000,0.048000000,0.048000000,0.048000000,0.048000000,0.048000000,0.092000000,0.092000000,0.092000000,0.092000000,0.092000000,0.146000000,0.146000000,0.146000000,0.146000000,0.146000000,0.134000000,0.134000000,0.134000000,0.134000000,0.134000000,0.166000000,0.166000000,0.166000000,0.166000000,0.166000000,0.048000000,0.048000000,0.048000000,0.048000000,0.048000000,0.044000000,0.044000000,0.044000000,0.044000000,0.044000000,0.072000000,0.072000000,0.072000000,0.072000000,0.072000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.052000000,0.052000000,0.052000000,0.052000000,0.052000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000
0.384000000,0.384000000,0.384000000,0.384000000,0.384000000,0.130000000,0.130000000,0.130000000,0.130000000,0.130000000,0.082000000,0.082000000,0.082000000,0.082000000,0.082000000,0.048000000,0.048000000,0.048000000,0.048000000,0.048000000,0.092000000,0.092000000,0.092000000,0.092000000,0.092000000,0.146000000,0.146000000,0.146000000,0.146000000,0.146000000,0.134000000,0.134000000,0.134000000,0.134000000,0.134000000,0.166000000,0.166000000,0.166000000,0.166000000,0.166000000,0.048000000,0.048000000,0.048000000,0.048000000,0.048000000,0.044000000,0.044000000,0.044000000,0.044000000,0.044000000,0.072000000,0.072000000,0.072000000,0.072000000,0.072000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.052000000,0.052000000,0.052000000,0.052000000,0.052000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000
0.384000000,0.384000000,0.384000000,0.384000000,0.384000000,0.130000000,0.130000000,0.130000000,0.130000000,0.130000000,0.082000000,0.082000000,0.082000000,0.082000000,0.082000000,0.048000000,0.048000000,0.048000000,0.048000000,0.048000000,0.092000000,0.092000000,0.092000000,0.092000000,0.092000000,0.146000000,0.146000000,0.146000000,0.146000000,0.146000000,0.134000000,0.134000000,0.134000000,0.134000000,0.134000000,0.166000000,0.166000000,0.166000000,0.166000000,0.166000000,0.048000000,0.048000000,0.048000000,0.048000000,0.048000000,0.044000000,0.044000000,0.044000000,0.044000000,0.044000000,0.072000000,0.072000000,0.072000000,0.072000000,0.072000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.052000000,0.052000000,0.052000000,0.052000000,0.052000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000
0.384000000,0.384000000,0.384000000,0.384000000,0.384000000,0.130000000,0.130000000,0.130000000,0.130000000,0.130000000,0.082000000,0.082000000,0.082000000,0.082000000,0.082000000,0.048000000,0.048000000,0.048000000,0.048000000,0.048000000,0.092000000,0.092000000,0.092000000,0.092000000,0.092000000,0.146000000,0.146000000,0.146000000,0.146000000,0.146000000,0.134000000,0.134000000,0.134000000,0.134000000,0.134000000,0.166000000,0.166000000,0.166000000,0.166000000,0.166000000,0.048000000,0.048000000,0.048000000,0.048000000,0.048000000,0.044000000,0.044000000,0.044000000,0.044000000,0.044000000,0.072000000,0.072000000,0.072000000,0.072000000,0.072000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.052000000,0.052000000,0.052000000,0.052000000,0.052000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000
0.384000000,0.384000000,0.384000000,0.384000000,0.384000000,0.130000000,0.130000000,0.130000000,0.130000000,0.130000000,0.082000000,0.082000000,0.082000000,0.082000000,0.082000000,0.048000000,0.048000000,0.048000000,0.048000000,0.048000000,0.092000000,0.092000000,0.092000000,0.092000000,0.092000000,0.146000000,0.146000000,0.146000000,0.146000000,0.146000000,0.134000000,0.134000000,0.134000000,0.134000000,0.134000000,0.166000000,0.166000000,0.166000000,0.166000000,0.166000000,0.048000000,0.048000000,0.048000000,0.048000000,0.048000000,0.044000000,0.044000000,0.044000000,0.044000000,0.044000000,0.072000000,0.072000000,0.072000000,0.072000000,0.072000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.052000000,0.052000000,0.052000000,0.052000000,0.052000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000,0.026000000
0.190000000,0.190000000,0.190000000,0.190000000,0.190000000,1.328000000,1.328000000,1.328000000,1.328000000,1.328000000,0.218000000,0.218000000,0.218000000,0.218000000,0.218000000,0.146000000,0.146000000,0.146000000,0.146000000,0.146000000,0.122000000,0.122000000,0.122000000,0.122000000,0.122000000,0.150000000,0.150000000,0.150000000,0.150000000,0.150000000,0.190000000,0.190000000,0.190000000,0.190000000,0.190000000,0.278000000,0.278000000,0.278000000,0.278000000,0.278000000,0.180000000,0.180000000,0.180000000,0.180000000,0.180000000,0.032000000,0.032000000,0.032000000,0.032000000,0.032000000,0.060000000,0.060000000,0.060000000,0.060000000,0.060000000,0.044000000,0.044000000,0.044000000,0.044000000,0.044000000,0.100000000,0.100000000,0.100000000,0.100000000,0.100000000,0.096000000,0.096000000,0.096000000,0.096000000,0.096000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000
0.190000000,0.190000000,0.190000000,0.190000000,0.190000000,1.328000000,1.328000000,1.328000000,1.328000000,1.328000000,0.218000000,0.218000000,0.218000000,0.218000000,0.218000000,0.146000000,0.146000000,0.146000000,0.146000000,0.146000000,0.122000000,0.122000000,0.122000000,0.122000000,0.122000000,0.150000000,0.150000000,0.150000000,0.150000000,0.150000000,0.190000000,0.190000000,0.190000000,0.190000000,0.190000000,0.278000000,0.278000000,0.278000000,0.278000000,0.278000000,0.180000000,0.180000000,0.180000000,0.180000000,0.180000000,0.032000000,0.032000000,0.032000000,0.032000000,0.032000000,0.060000000,0.060000000,0.060000000,0.060000000,0.060000000,0.044000000,0.044000000,0.044000000,0.044000000,0.044000000,0.100000000,0.100000000,0.100000000,0.100000000,0.100000000,0.096000000,0.096000000,0.096000000,0.096000000,0.096000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000
0.190000000,0.190000000,0.190000000,0.190000000,0.190000000,1.328000000,1.328000000,1.328000000,1.328000000,1.328000000,0.218000000,0.218000000,0.218000000,0.218000000,0.218000000,0.146000000,0.146000000,0.146000000,0.146000000,0.146000000,0.122000000,0.122000000,0.122000000,0.122000000,0.122000000,0.150000000,0.150000000,0.150000000,0.150000000,0.150000000,0.190000000,0.190000000,0.190000000,0.190000000,0.190000000,0.278000000,0.278000000,0.278000000,0.278000000,0.278000000,0.180000000,0.180000000,0.180000000,0.180000000,0.180000000,0.032000000,0.032000000,0.032000000,0.032000000,0.032000000,0.060000000,0.060000000,0.060000000,0.060000000,0.060000000,0.044000000,0.044000000,0.044000000,0.044000000,0.044000000,0.100000000,0.100000000,0.100000000,0.100000000,0.100000000,0.096000000,0.096000000,0.096000000,0.096000000,0.096000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000
0.190000000,0.190000000,0.190000000,0.190000000,0.190000000,1.328000000,1.328000000,1.328000000,1.328000000,1.328000000,0.218000000,0.218000000,0.218000000,0.218000000,0.218000000,0.146000000,0.146000000,0.146000000,0.146000000,0.146000000,0.122000000,0.122000000,0.122000000,0.122000000,0.122000000,0.150000000,0.150000000,0.150000000,0.150000000,0.150000000,0.190000000,0.190000000,0.190000000,0.190000000,0.190000000,0.278000000,0.278000000,0.278000000,0.278000000,0.278000000,0.180000000,0.180000000,0.180000000,0.180000000,0.180000000,0.032000000,0.032000000,0.032000000,0.032000000,0.032000000,0.060000000,0.060000000,0.060000000,0.060000000,0.060000000,0.044000000,0.044000000,0.044000000,0.044000000,0.044000000,0.100000000,0.100000000,0.100000000,0.100000000,0.100000000,0.096000000,0.096000000,0.096000000,0.096000000,0.096000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000
0.190000000,0.190000000,0.190000000,0.190000000,0.190000000,1.328000000,1.328000000,1.328000000,1.328000000,1.328000000,0.218000000,0.218000000,0.218000000,0.218000000,0.218000000,0.146000000,0.146000000,0.146000000,0.146000000,0.146000000,0.122000000,0.122000000,0.122000000,0.122000000,0.122000000,0.150000000,0.150000000,0.150000000,0.150000000,0.150000000,0.190000000,0.190000000,0.190000000,0.190000000,0.190000000,0.278000000,0.278000000,0.278000000,0.278000000,0.278000000,0.180000000,0.180000000,0.180000000,0.180000000,0.180000000,0.032000000,0.032000000,0.032000000,0.032000000,0.032000000,0.060000000,0.060000000,0.060000000,0.060000000,0.060000000,0.044000000,0.044000000,0.044000000,0.044000000,0.044000000,0.100000000,0.100000000,0.100000000,0.100000000,0.100000000,0.096000000,0.096000000,0.096000000,0.096000000,0.096000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000
